date,DISTSIM_BENCH.active_cores,DISTSIM_BENCH.benchmark_grp,DISTSIM_BENCH.benchmark_id,DISTSIM_BENCH.benchtime_ms,DISTSIM_BENCH.dataprocessed,DISTSIM_BENCH.host_CPI,DISTSIM_BENCH.host_L2_BW,DISTSIM_BENCH.host_L3_BW,DISTSIM_BENCH.host_L3_SYSTEM_BW,DISTSIM_BENCH.host_MEM_BW,DISTSIM_BENCH.host_context_switch,DISTSIM_BENCH.host_cpupercent,DISTSIM_BENCH.host_disk_io,DISTSIM_BENCH.host_disk_io_time,DISTSIM_BENCH.host_disk_weighted_io_time,DISTSIM_BENCH.host_memory,DISTSIM_BENCH.host_network,DISTSIM_BENCH.host_pagefault,DISTSIM_BENCH.host_sched_iowait,DISTSIM_BENCH.host_sched_wait,DISTSIM_BENCH.interference,DISTSIM_BENCH.interference-0,DISTSIM_BENCH.interference-1,DISTSIM_BENCH.interval,DISTSIM_BENCH.latency,DISTSIM_BENCH.latency90,DISTSIM_BENCH.memory_limit,DISTSIM_BENCH.process_dur_ms,DISTSIM_BENCH.throughput,DISTSIM_BENCH.total_dur_ms,DISTSIM_BENCH.web_IPC,DISTSIM_BENCH.web_cpupercent,DISTSIM_BENCH.web_memory,DISTSIM_BENCH.weighted_latency
41:48.5,2,1553790712,parsec.dedup,1.55379E+12,FALSE,3,23055445800,11527732400,1095.068,831.198,38078.69,91.909,81.439,36.8,297.597,3728.203,304.18,0,0,0,,,,5,0.422,0.458,32,39.987,7,48.351,,,,0.211
41:54.0,2,1553790712,parsec.dedup,1.55379E+12,FALSE,3,23055307400,11527664800,1083.803,833.798,40106.404,91.437,16,24,28.8,3760.094,391.809,0,0,0,,,,5,0.404,0.434,32,50.272,7,59.726,,,,0.202
41:59.5,2,1553790712,parsec.dedup,1.55379E+12,FALSE,3,23038945800,11519453800,1140.871,896.773,39882.7,91.579,222.71,78.397,1803.921,3763.109,380.712,0,0,0,,,,5,0.428,0.5,32,52.363,7,58.539,,,,0.214
42:05.0,2,1553790712,parsec.dedup,1.55379E+12,FALSE,3,23038945800,11519453800,1140.871,896.773,37744.126,90.868,16.16,18.401,22.401,3726.324,363.482,0,0,0,,,,5,0.416,0.437,32,33.526,7,39.44,,,,0.208
42:10.4,2,1553790712,parsec.dedup,1.55379E+12,FALSE,3,23055419200,11527737200,1117.736,849.029,38384.111,91.695,611.052,76.801,2675.249,3760.098,398.727,0,0,0,,,,5,0.402,0.42,32,36.877,7,42.202,,,,0.201
42:15.8,2,1553790712,parsec.dedup,1.55379E+12,FALSE,3,23054853600,11527466800,1101.435,839.462,40112.842,92.45,21.28,32,37.6,3726.93,390.452,0,0,0,,,,5,0.41,0.429,32,35.068,7,43.154,,,,0.205
42:21.3,2,1553790712,parsec.dedup,1.55379E+12,FALSE,3,23055380000,11527649000,1105.953,849.004,37931.87,92.417,150.407,46.801,1044.46,3743.098,381.513,0,0,0,,,,5,0.4,0.413,32,35.08,7,41.231,,,,0.2
42:26.9,2,1553790712,parsec.dedup,1.55379E+12,FALSE,3,23055380000,11527649000,1105.953,849.004,36806.968,91.666,15.68,21.6,40.8,3725.938,288.683,0,0,0,,,,5,0.414,0.423,32,37.235,7,43.673,,,,0.207
42:32.4,2,1553790712,parsec.dedup,1.55379E+12,FALSE,3,23052295100,11526136700,1084.588,832.96,38313.914,91.502,43.52,27.2,32.8,3761.309,391.782,0,0,0,,,,5,0.415,0.453,32,43.169,7,49.324,,,,0.207
42:37.9,2,1553790712,parsec.dedup,1.55379E+12,FALSE,3,23055176800,11527594200,1112.218,861.041,40372.411,93.28,1036.964,93.6,5946.425,3765.785,378.899,0,0,0,,,,5,0.401,0.413,32,40.886,7,47.701,,,,0.201
43:14.2,2,1553790712,parsec.dedup,1.55379E+12,FALSE,3,23050852857,11525419228,1023.667,764.227,39134.804,84.711,61.163,32.683,293.367,3741.874,331.902,0,0,0,,,,5,0.396,0.419,32,31099.647,7,31109.221,,,,0.198
43:14.3,2,1553790712,parsec.dedup,1.55379E+12,FALSE,3,23050132200,11525056733,1008.908,748.091,39422.189,84.199,67.224,34.13,337.194,3738.917,326.627,0,0,0,,,,5,0.406,0.428,32,63.416,7,72.133,,,,0.203
43:14.5,2,1553790712,parsec.dedup,1.55379E+12,FALSE,3,23049125120,11524555440,1006.128,744.532,39252.828,83.971,78.173,36.316,399.353,3741.22,322.871,0,0,0,,,,5,0.411,0.43,32,53.464,7,70.182,,,,0.205
43:14.5,2,1553790712,parsec.dedup,1.55379E+12,FALSE,3,23047644350,11523813950,1003.189,741.48,39578.765,83.718,92.035,39.995,493.791,3736.568,316.728,0,0,0,,,,5,0.391,0.399,32,40.794,7,58.336,,,,0.196
43:14.6,2,1553790712,parsec.dedup,1.55379E+12,FALSE,3,23045176400,11522578133,998.291,736.393,39718.14,83.519,19.888,29.86,48.527,3739.845,309.584,0,0,0,,,,5,0.394,0.409,32,35.121,7,41.493,,,,0.197
43:14.7,2,1553790712,parsec.dedup,1.55379E+12,FALSE,3,23040067500,11520019800,998.022,734.309,39906.827,83.653,19.352,26.791,43.991,3728.068,297.91,0,0,0,,,,5,0.396,0.405,32,42.458,7,62.076,,,,0.198
43:15.1,2,1553790712,parsec.dedup,1.55379E+12,FALSE,3,23051112400,11525555800,997.219,728.98,40593.938,85.177,22.065,25.582,25.582,3727.355,264.414,0,0,0,,,,5,0.396,0.408,32,33.829,7,41.18,,,,0.198
43:20.4,2,1553790712,parsec.dedup,1.55379E+12,FALSE,3,23051112400,11525555800,997.219,728.98,37617.935,83.965,222.72,63.245,1455.446,3760.543,332.831,0,0,0,,,,5,0.398,0.408,32,51.497,7,62.951,,,,0.199
43:25.7,2,1553790712,parsec.dedup,1.55379E+12,FALSE,3,22908016800,11454019000,1000.241,746.343,40163.416,83.478,18.24,27.2,42.4,3725.426,334.953,0,0,0,,,,5,0.396,0.412,32,38.274,7,47.116,,,,0.198
43:31.0,2,1553790712,parsec.dedup,1.55379E+12,FALSE,3,22996438600,11498214000,988.552,731.149,40636.915,82.003,168.001,60.801,840.807,3770.25,324.217,0,0,0,,,,5,0.392,0.408,32,33.155,7,38.787,,,,0.196
43:36.5,2,1553790712,parsec.dedup,1.55379E+12,FALSE,3,23054840800,11527385400,951.253,701.457,38135.343,78.991,494.019,60.806,1535.511,3742.914,307.434,0,0,0,,,,5,0.394,0.406,32,42.682,7,49.715,,,,0.197
43:41.8,2,1553790712,parsec.dedup,1.55379E+12,FALSE,3,23054840800,11527385400,951.253,701.457,38175.098,73.411,12.8,20,23.2,3726.91,281.61,0,0,0,,,,5,0.394,0.413,32,44.174,7,53.981,,,,0.197
43:47.1,2,1553790712,parsec.dedup,1.55379E+12,FALSE,3,23039335800,11519695800,913.71,649.593,39437.194,75.374,16.96,22.4,27.2,3727.531,288.885,0,0,0,,,,5,0.394,0.417,32,41.991,7,48.953,,,,0.197
43:52.4,2,1553790712,parsec.dedup,1.55379E+12,FALSE,3,23053674400,11526833500,904.336,644.326,37257.763,74.723,14.56,23.2,24.8,3766.684,228.621,0,0,0,,,,5,0.393,0.404,32,40.984,7,46.372,,,,0.197
43:57.6,2,1553790712,parsec.dedup,1.55379E+12,FALSE,3,23054089400,11527043000,899.066,643.657,39321.542,76.539,246.559,67.999,1724.777,3728.109,288.163,0,0,0,,,,5,0.395,0.426,32,34.036,7,41.231,,,,0.198
44:02.9,2,1553790712,parsec.dedup,1.55379E+12,FALSE,3,23041878200,11520926800,911.482,652.829,39339.199,76.338,26.08,34.4,244.797,3767.406,283.484,0,0,0,,,,5,0.392,0.421,32,32.483,7,39.022,,,,0.196
44:08.3,2,1553790712,parsec.dedup,1.55379E+12,FALSE,3,23048980200,11524506600,943.863,671.931,38135.602,77.76,15.519,21.599,31.999,3731.227,303.098,0,0,0,,,,5,0.403,0.419,32,41.608,7,47.075,,,,0.202
44:13.6,2,1553790712,parsec.dedup,1.55379E+12,FALSE,3,23048980200,11524506600,943.863,671.931,39848.853,77.325,170.413,64.805,1627.316,3731.129,301.235,0,0,0,,,,5,0.4,0.416,32,67.564,7,100.866,,,,0.2
44:19.1,2,1553790712,parsec.dedup,1.55379E+12,FALSE,3,23055392000,11527694000,931.98,665.732,37658.943,77.389,84.32,50.4,260.801,3760.418,295.916,0,0,0,,,,5,0.398,0.428,32,46.189,7,58.385,,,,0.199
44:24.3,2,1553790712,parsec.dedup,1.55379E+12,FALSE,3,23054102200,11527045200,934.383,684.587,39820.227,78.707,13.92,16.8,21.6,3729.699,292.795,0,0,0,,,,5,0.393,0.402,32,49.513,7,63.259,,,,0.197
44:29.6,2,1553790712,parsec.dedup,1.55379E+12,FALSE,3,22948410800,11474185400,907.925,657.912,38042.541,76.063,591.139,79.192,2305.364,3770.363,292.902,0,0,0,,,,5,0.393,0.399,32,31.834,7,37.693,,,,0.197
44:34.9,2,1553790712,parsec.dedup,1.55379E+12,FALSE,3,22948410800,11474185400,907.925,657.912,38297.97,75.242,11.681,22.402,27.202,3728.555,284.341,0,0,0,,,,5,0.389,0.401,32,35.046,7,44.478,,,,0.194
44:40.2,2,1553790712,parsec.dedup,1.55379E+12,FALSE,3,23052593800,11526308400,910.685,661.578,39874.709,78.022,19.52,22.4,25.6,3768.391,232.68,0,0,0,,,,5,0.388,0.399,32,45.068,7,56.12,,,,0.194
44:45.7,2,1553790712,parsec.dedup,1.55379E+12,FALSE,3,23053742400,11526871000,899.944,653.78,38555.493,72.764,16.32,28.8,36,3764.992,278.917,0,0,0,,,,5,0.392,0.412,32,43.333,7,48.393,,,,0.196
44:51.2,2,1553790712,parsec.dedup,1.55379E+12,FALSE,3,23050426800,11525199400,862.276,617.319,35683.664,73.344,1047.501,94.398,7187.852,3771.074,272.324,0,0,0,,,,5,0.412,0.456,32,42.191,7,52.74,,,,0.206
44:56.5,2,1553790712,parsec.dedup,1.55379E+12,FALSE,3,23050426800,11525199400,862.276,617.319,38922.344,73.178,16.96,20,24.4,3750.232,278.715,0,0,0,,,,5,0.4,0.428,32,49.018,7,59.468,,,,0.2
45:01.9,2,1553790712,parsec.dedup,1.55379E+12,FALSE,3,23053940800,11526976400,884.445,613.103,36168.134,73.459,23.36,20.8,26.4,3728.113,287.221,0,0,0,,,,5,0.406,0.447,32,36.911,7,45.237,,,,0.203
45:07.3,2,1553790712,parsec.dedup,1.55379E+12,FALSE,3,23052566300,11526283300,901.529,640.551,39096.579,74.855,661.282,92,3163.213,3765.371,285.497,0,0,0,,,,5,0.398,0.413,32,46.677,7,59.664,,,,0.199
45:12.5,2,1553790712,parsec.dedup,1.55379E+12,FALSE,3,23053990000,11526997000,903.791,644.576,37634.381,74.748,13.92,19.2,23.2,3729.172,280.767,0,0,0,,,,5,0.386,0.396,32,30.945,7,37.33,,,,0.193
45:17.9,2,1553790712,parsec.dedup,1.55379E+12,FALSE,3,23055155400,11527563800,902.28,653.636,41704.927,76.115,17.76,20,22.4,3728.363,234.579,0,0,0,,,,5,0.409,0.432,32,35.805,7,42.362,,,,0.204
45:23.2,2,1553790712,parsec.dedup,1.55379E+12,FALSE,3,22990987600,11495482200,914.747,651.866,36880.773,75.141,17.919,25.599,28.798,3760.613,298.869,0,0,0,,,,5,0.392,0.404,32,50.563,7,62.919,,,,0.196
45:28.5,2,1553790712,parsec.dedup,1.55379E+12,FALSE,3,22990987600,11495482200,914.747,651.866,39493.695,75.42,674.913,72.804,3752.182,3728.191,294.003,0,0,0,,,,5,0.394,0.404,32,76.884,7,82.243,,,,0.197
45:33.7,2,1553790712,parsec.dedup,1.55379E+12,FALSE,3,23053818000,11526928600,936.649,672.274,39513.467,77.162,14.88,27.2,38.4,3768.262,288.19,0,0,0,,,,5,0.388,0.401,32,44.383,7,54.397,,,,0.194
45:39.0,2,1553790712,parsec.dedup,1.55379E+12,FALSE,3,23048434600,11524214400,913.587,658.565,38296.855,75.075,18.56,20,23.2,3728.762,288.053,0,0,0,,,,5,0.396,0.412,32,44.045,7,50.686,,,,0.198
45:44.4,2,1553790712,parsec.dedup,1.55379E+12,FALSE,3,23055378000,11527652400,902.592,642.885,40386.257,73.072,31.84,27.2,28,3730.641,284.255,0,0,0,,,,5,0.402,0.44,32,40.733,7,48.502,,,,0.201
45:49.8,2,1553790712,parsec.dedup,1.55379E+12,FALSE,3,23055378000,11527652400,902.592,642.885,36186.246,75.515,20.16,28,30.4,3761.629,295.525,0,0,0,,,,5,0.405,0.421,32,61.173,7,73.988,,,,0.202
45:55.0,2,1553790712,parsec.dedup,1.55379E+12,FALSE,3,23054871800,11527447000,933.396,673.897,40938.131,78.198,666.864,67.998,2577.535,3730.555,296.355,0,0,0,,,,5,0.392,0.407,32,31.981,7,37.671,,,,0.196
46:00.4,2,1553790712,parsec.dedup,1.55379E+12,FALSE,3,23055207600,11527601000,941.316,693.769,37628.365,78.805,16.32,17.6,20,3762.891,303.77,0,0,0,,,,5,0.393,0.414,32,47.67,7,58.699,,,,0.197
46:05.5,2,1553790712,parsec.dedup,1.55379E+12,FALSE,3,23055163400,11527585400,923.748,656.695,39369.383,73.067,13.76,15.999,16.799,3734.078,246.884,0,0,0,,,,5,0.388,0.407,32,42.096,7,48.908,,,,0.194
46:11.0,2,1553790712,parsec.dedup,1.55379E+12,FALSE,3,23055163400,11527585400,923.748,656.695,39729.491,73.807,148.641,64.801,1079.212,3730.16,277.462,0,0,0,,,,5,0.406,0.434,32,36.36,7,44.003,,,,0.203
46:16.3,2,1553790712,parsec.dedup,1.55379E+12,FALSE,3,23042068000,11521025800,881.563,624.343,37218.688,75.493,104.959,39.999,200.797,3732.355,293.174,0,0,0,,,,5,0.401,0.435,32,37.743,7,46.781,,,,0.201
46:21.6,2,1553790712,parsec.dedup,1.55379E+12,FALSE,3,23053157200,11526579000,867.427,629.179,38910.916,73.254,102.8,46.001,484.801,3747.357,284.871,0,0,0,,,,5,0.395,0.414,32,63.301,7,74.961,,,,0.198
46:26.8,2,1553790712,parsec.dedup,1.55379E+12,FALSE,3,23055197800,11527601400,900.488,645.735,40002.263,77.368,15.2,20,23.2,3729.957,294.625,0,0,0,,,,5,0.39,0.403,32,46.003,7,56.494,,,,0.195
46:32.1,2,1553790712,parsec.dedup,1.55379E+12,FALSE,3,23055196600,11527591400,912.986,659.796,39325.129,76.497,126.08,57.6,732.806,3728.219,288.766,0,0,0,,,,5,0.4,0.44,32,52.96,7,62.258,,,,0.2
46:37.3,2,1553790712,parsec.dedup,1.55379E+12,FALSE,3,22970262600,11485112800,913.562,661.482,39199.065,71.22,57.12,32.8,143.201,3769.133,280.285,0,0,0,,,,5,0.395,0.412,32,46.899,7,53.924,,,,0.198
46:42.6,2,1553790712,parsec.dedup,1.55379E+12,FALSE,3,22885329800,11442644200,901.639,649.108,38092.568,72.812,902.221,67.998,2462.343,3729.688,224.223,0,0,0,,,,5,0.387,0.402,32,38.571,7,46.606,,,,0.194
46:48.0,2,1553790712,parsec.dedup,1.55379E+12,FALSE,3,23055327400,11527670600,903.918,635.509,39984.647,73.242,14.72,17.6,23.2,3767.219,283.791,0,0,0,,,,5,0.402,0.431,32,40.788,7,51.23,,,,0.201
46:53.2,2,1553790712,parsec.dedup,1.55379E+12,FALSE,3,23055295200,11527653400,897.443,637.896,37890.809,73.597,16.16,24.8,30.4,3759.25,283.639,0,0,0,,,,5,0.39,0.406,32,33.534,7,42.405,,,,0.195
46:58.6,2,1553790712,parsec.dedup,1.55379E+12,FALSE,3,23051708200,11525833600,896.502,636.855,39598.952,74.35,17.12,24.8,29.6,3727.762,280.124,0,0,0,,,,5,0.407,0.428,32,37.039,7,42.375,,,,0.203
47:03.9,2,1553790712,parsec.dedup,1.55379E+12,FALSE,3,23051708200,11525833600,896.502,636.855,35884.692,76.696,234.873,65.598,1400.755,3765.09,292.08,0,0,0,,,,5,0.383,0.399,32,37.277,7,42.725,,,,0.192
47:09.3,2,1553790712,parsec.dedup,1.55379E+12,FALSE,3,23055165600,11527560400,930.009,667.13,39404.049,78.097,30.08,27.2,197.603,3730.578,294.64,0,0,0,,,,5,0.401,0.424,32,37.783,7,44.565,,,,0.201
47:14.8,2,1553790712,parsec.dedup,1.55379E+12,FALSE,3,23055393800,11527707800,939.308,678.201,39477.56,78.876,22.24,25.6,36,3767.207,297.922,0,0,0,,,,5,0.407,0.419,32,34.685,7,40.927,,,,0.203
47:20.2,2,1553790712,parsec.dedup,1.55379E+12,FALSE,3,23048060200,11524050200,927.234,675.707,39087.288,77.806,192,63.2,1696.801,3775.035,305.742,0,0,0,,,,5,0.399,0.434,32,56.26,7,79.418,,,,0.2
47:25.7,2,1553790712,parsec.dedup,1.55379E+12,FALSE,3,23048060200,11524050200,927.234,675.707,36935.88,80.904,51.36,34.4,162.401,3762.266,312.103,0,0,0,,,,5,0.421,0.463,32,41.843,7,52.097,,,,0.21
47:31.2,2,1553790712,parsec.dedup,1.55379E+12,FALSE,3,23055489800,11527739000,943,690.942,38865.352,78.76,16.16,26.4,39.2,3768.266,245.144,0,0,0,,,,5,0.416,0.442,32,39.429,7,47.041,,,,0.208
47:36.5,2,1553790712,parsec.dedup,1.55379E+12,FALSE,3,23055124600,11527547600,949.434,689.442,38982.228,78.789,111.839,43.999,609.196,3749.816,306.011,0,0,0,,,,5,0.398,0.414,32,39.798,7,47.738,,,,0.199
47:41.8,2,1553790712,parsec.dedup,1.55379E+12,FALSE,3,23055341000,11527702800,938.7,675.635,38737.042,78.129,126.883,71.202,840.82,3730.691,307.267,0,0,0,,,,5,0.402,0.419,32,43.199,7,50.622,,,,0.201
47:47.5,2,1553790712,parsec.dedup,1.55379E+12,FALSE,3,23054369800,11527203600,942.434,682.331,39441.687,78.28,66.718,38.399,192.795,3772.137,305.849,0,0,0,,,,5,0.418,0.452,32,161.934,7,169.136,,,,0.209
47:52.7,2,1553790712,parsec.dedup,1.55379E+12,FALSE,3,23055341600,11527659600,931.247,682.531,37596.712,79.814,918.747,82.403,2184.873,3728.91,303.93,0,0,0,,,,5,0.394,0.413,32,42.192,7,52.485,,,,0.197
47:58.2,2,1553790712,parsec.dedup,1.55379E+12,FALSE,3,23055341600,11527659600,931.247,682.531,38936.383,83.982,23.68,22.399,22.399,3769.668,330.004,0,0,0,,,,5,0.409,0.449,32,41.404,7,50.283,,,,0.204
48:03.6,2,1553790712,parsec.dedup,1.55379E+12,FALSE,3,23055270000,11527625600,982.109,719.782,38513.891,78.859,26.88,25.6,28,3730.305,315.275,0,0,0,,,,5,0.403,0.425,32,35.631,7,40.92,,,,0.202
48:09.1,2,1553790712,parsec.dedup,1.55379E+12,FALSE,3,23055420200,11527709000,976.712,709.67,38951.541,83.484,15.2,24,28,3731.066,265.852,0,0,0,,,,5,0.412,0.434,32,30.071,7,36.405,,,,0.206
48:14.4,2,1553790712,parsec.dedup,1.55379E+12,FALSE,3,23055269000,11527639600,979.028,718.797,39960.515,81.437,270.563,52.801,1016.813,3770.375,335.369,0,0,0,,,,5,0.406,0.416,32,32.813,7,39.682,,,,0.203
48:19.8,2,1553790712,parsec.dedup,1.55379E+12,FALSE,3,23055269000,11527639600,979.028,718.797,37911.239,82.617,62.88,36,106.4,3731.711,336.492,0,0,0,,,,5,0.403,0.424,32,36.2,7,46.049,,,,0.202
48:25.3,2,1553790712,parsec.dedup,1.55379E+12,FALSE,3,23055186000,11527566000,1014.379,743.8,40032.921,86.151,33.6,32.8,35.2,3771.637,348.194,0,0,0,,,,5,0.404,0.434,32,32.909,7,38.79,,,,0.202
48:30.7,2,1553790712,parsec.dedup,1.55379E+12,FALSE,3,23052508600,11526241000,1022.111,769.168,38028.798,85.894,30.72,20.8,24,3732.316,344.044,0,0,0,,,,5,0.4,0.418,32,43.04,7,55.597,,,,0.2
48:36.2,2,1553790712,parsec.dedup,1.55379E+12,FALSE,3,23055141800,11527558800,1009.206,738.189,39257.085,83.541,145.761,59.2,1074.408,3776.898,331.042,0,0,0,,,,5,0.428,0.472,32,43.311,7,54.909,,,,0.214
48:41.6,2,1553790712,parsec.dedup,1.55379E+12,FALSE,3,23055141800,11527558800,1009.206,738.189,37942.544,88.932,32.16,25.6,26.4,3769.438,344.024,0,0,0,,,,5,0.402,0.442,32,41.944,7,48.78,,,,0.201
48:47.2,2,1553790712,parsec.dedup,1.55379E+12,FALSE,3,23054465400,11527229100,1019.783,752.533,36804.051,90.706,157.6,52,608.798,3775.535,326.645,0,0,0,,,,5,0.411,0.463,32,45.6,7,51.412,,,,0.205
48:52.6,2,1553790712,parsec.dedup,1.55379E+12,FALSE,3,23054301600,11527123200,1093.503,826.192,38485.401,92.864,100.639,37.599,360.795,3732.816,333.51,0,0,0,,,,5,0.4,0.417,32,44.286,7,50.025,,,,0.2
48:58.0,2,1553790712,parsec.dedup,1.55379E+12,FALSE,3,23054301600,11527123200,1093.503,826.192,38403.756,92.174,27.36,18.4,19.2,3778.191,387.671,0,0,0,,,,5,0.408,0.429,32,35.661,7,41.65,,,,0.204
49:03.7,2,1553790712,parsec.dedup,1.55379E+12,FALSE,3,23034299000,11517179800,1105.464,847.141,36638.021,92.026,153.28,55.2,726.399,3733.832,372.009,0,0,0,,,,5,0.425,0.475,32,116.313,7,122.589,,,,0.212
49:09.2,2,1553790712,parsec.dedup,1.55379E+12,FALSE,3,23055428000,11527667800,1113.469,863.586,37878.747,92.702,131.993,44.798,210.39,3734.793,364.271,0,0,0,,,,5,0.406,0.416,32,52.157,7,61.891,,,,0.203
49:14.6,2,1553790712,parsec.dedup,1.55379E+12,FALSE,3,23055428000,11527667800,1113.469,863.586,39328.811,92.153,11.201,12.001,12.001,3786.289,382.428,0,0,0,,,,5,0.403,0.415,32,32.043,7,37.749,,,,0.202
49:20.2,2,1553790712,parsec.dedup,1.55379E+12,FALSE,3,23031518800,11515753800,1108.613,855.412,37855.709,93.512,177.438,85.599,2143.173,3748.531,379.462,0,0,0,,,,5,0.419,0.458,32,48.998,7,67.086,,,,0.209
49:25.7,2,1553790712,parsec.dedup,1.55379E+12,FALSE,3,23055293400,11527613400,1102.936,848.993,37011.234,92.027,123.038,38.399,323.191,3776.777,415.372,0,0,0,,,,5,0.415,0.439,32,36.84,7,48.525,,,,0.207
49:31.2,2,1553790712,parsec.dedup,1.55379E+12,FALSE,3,23055082200,11527557600,1102.619,856.189,38981.401,92.476,17.599,23.999,27.198,3780.711,349.79,0,0,0,,,,5,0.408,0.429,32,43.633,7,49.944,,,,0.204
49:36.6,2,1553790712,parsec.dedup,1.55379E+12,FALSE,3,23055082200,11527557600,1102.619,856.189,37828.865,90.858,29.76,29.6,98.401,3785.438,375.797,0,0,0,,,,5,0.405,0.421,32,37.486,7,48.062,,,,0.202
49:41.7,2,1553790712,parsec.dedup,1.55379E+12,FALSE,3,23055291200,11527611400,1117.578,861.524,36326.357,92.735,987.668,91.999,4358.347,3768.871,379.91,0,0,0,,,,5,0.426,0.444,32,43.003,6,48.604,,,,0.213
49:47.2,2,1553790712,parsec.dedup,1.55379E+12,FALSE,3,23053624400,11526813000,1109.22,845.108,40928.268,92.22,14.08,16.8,17.6,3782.188,369.935,0,0,0,,,,5,0.41,0.431,32,45.119,7,51.607,,,,0.205
49:52.6,2,1553790712,parsec.dedup,1.55379E+12,FALSE,3,23055319000,11527671600,1095.436,835.737,37445.532,92.173,13.12,29.6,31.2,3736.832,398.926,0,0,0,,,,5,0.395,0.41,32,39.872,7,45.101,,,,0.198
49:58.3,2,1553790712,parsec.dedup,1.55379E+12,FALSE,3,23055056800,11527493000,1102.957,849.721,34748.937,91.847,23.68,22.4,26.4,3763.133,356.788,0,0,0,,,,5,0.437,0.481,32,36.966,7,46.975,,,,0.218
50:03.8,2,1553790712,parsec.dedup,1.55379E+12,FALSE,3,23055365600,11527664600,1107.425,856.99,39165.231,92.683,753.915,82.4,4201.576,3773.895,386.698,0,0,0,,,,5,0.415,0.438,32,31.28,7,36.904,,,,0.207
50:09.3,2,1553790712,parsec.dedup,1.55379E+12,FALSE,3,23055365600,11527664600,1107.425,856.99,38512.068,91.065,17.44,25.6,35.2,3738.332,358.127,0,0,0,,,,5,0.413,0.448,32,30.426,7,36.38,,,,0.206
50:14.9,2,1553790712,parsec.dedup,1.55379E+12,FALSE,3,23055302200,11527638200,1126.209,873.007,37568.236,91.06,20.96,26.4,29.6,3776.43,370.896,0,0,0,,,,5,0.421,0.471,32,50.885,7,60.767,,,,0.21
50:20.2,2,1553790712,parsec.dedup,1.55379E+12,FALSE,3,23053759600,11526861600,1076.07,827.905,38959.285,90.466,12.16,23.2,24,3779.203,296.723,0,0,0,,,,5,0.403,0.413,32,45.232,7,51.763,,,,0.202
50:25.8,2,1553790712,parsec.dedup,1.55379E+12,FALSE,3,23055423400,11527688200,1132.263,879.114,38238.073,92.333,1117.995,101.592,5853.148,3742.871,394.223,0,0,0,,,,5,0.419,0.45,32,31.437,7,37.285,,,,0.209
50:31.2,2,1553790712,parsec.dedup,1.55379E+12,FALSE,3,23055423400,11527688200,1132.263,879.114,38581.277,92.335,27.522,24.002,25.602,3780.164,388.541,0,0,0,,,,5,0.405,0.429,32,54.075,7,66.323,,,,0.202
50:36.6,2,1553790712,parsec.dedup,1.55379E+12,FALSE,3,23055335200,11527701200,1097.882,838.362,39082.309,90.37,19.359,19.999,21.599,3785.965,364.805,0,0,0,,,,5,0.407,0.426,32,40.388,7,50.536,,,,0.203
50:42.3,2,1553790712,parsec.dedup,1.55379E+12,FALSE,3,23054931600,11527460400,1092.443,836.261,38884.386,91.614,736.516,73.604,4203.401,3789.711,377.719,0,0,0,,,,5,0.408,0.427,32,55.304,7,64.11,,,,0.204
50:47.7,2,1553790712,parsec.dedup,1.55379E+12,FALSE,3,23054470800,11527223200,1097.511,842.347,38756.989,92.248,17.28,26.4,32.8,3750.883,373.704,0,0,0,,,,5,0.398,0.405,32,54.238,7,73.882,,,,0.199
50:53.2,2,1553790712,parsec.dedup,1.55379E+12,FALSE,3,23054713000,11527338000,1112.172,859.778,37394.564,90.443,30.56,28,38.4,3781.582,380.15,0,0,0,,,,5,0.432,0.482,32,36.614,7,44.045,,,,0.216
50:58.8,2,1553790712,parsec.dedup,1.55379E+12,FALSE,3,23053795200,11526879000,1115.016,865.704,38516.378,93.481,41.918,28.799,35.999,3798.926,293.295,0,0,0,,,,5,0.431,0.481,32,36.692,7,43.141,,,,0.215
51:03.9,2,1553790712,parsec.dedup,1.55379E+12,FALSE,3,23055294400,11527662400,1099.33,854.696,36557.497,92.35,11.039,19.199,23.198,3757.371,392.606,0,0,0,,,,5,0.434,0.502,32,41.158,6,46.982,,,,0.217
51:09.4,2,1553790712,parsec.dedup,1.55379E+12,FALSE,3,23055294400,11527662400,1099.33,854.696,35852.314,92.966,750.246,80.001,3826.436,3759.23,354.123,0,0,0,,,,5,0.406,0.421,32,43.289,7,56.241,,,,0.203
51:14.9,2,1553790712,parsec.dedup,1.55379E+12,FALSE,3,23055372400,11527670800,1097.271,850.533,36990.543,92.222,19.042,32.003,33.603,3759.117,410.577,0,0,0,,,,5,0.409,0.43,32,43.329,7,52.325,,,,0.204
51:20.3,2,1553790712,parsec.dedup,1.55379E+12,FALSE,3,23055215400,11527601800,1093.677,844.809,37776.649,93.783,25.918,22.399,27.198,3798.391,372.506,0,0,0,,,,5,0.404,0.429,32,36.486,7,42.807,,,,0.202
51:26.0,2,1553790712,parsec.dedup,1.55379E+12,FALSE,3,23055215400,11527601800,1093.677,844.809,36930.3,92.671,674.124,64.804,1571.295,3757.398,388.057,0,0,0,,,,5,0.433,0.5,32,45.859,7,52.208,,,,0.216
51:31.6,2,1553790712,parsec.dedup,1.55379E+12,FALSE,3,22891366600,11445695800,1110.064,857.057,38610.784,93.296,21.759,19.999,22.399,3798.059,388.701,0,0,0,,,,5,0.417,0.438,32,38.837,7,46.31,,,,0.208
